,FTR,Season,HomeTeamID,AwayTeamID,Outcome,Ha,Aa,Hb,Ab,ProbA,ProbD,ProbH,Prediction
1885,2.0,5.0,30.0,26.0,2.0,-8.385694844709538e-05,-0.051943757217700115,-0.21454830057866964,0.09683873813579665,0.3438466345266104,0.2741869716105265,0.3819639594422497,2.0
1886,1.0,5.0,28.0,23.0,1.0,0.024614411071648065,0.029143785775387693,-0.04738753086756345,0.14149820841874222,0.3217957902715756,0.28189766967812613,0.39630479669298857,2.0
1887,2.0,5.0,0.0,19.0,2.0,0.5464120702666332,0.1676493138341578,0.44497434634264704,0.38747177429399543,0.17331281987165806,0.24650812161991983,0.58016666296041,2.0
1888,0.0,5.0,16.0,1.0,0.0,0.3652910538881233,0.41719927527992573,0.5006558000185,0.6946667813706688,0.3217456436260738,0.31639664199675077,0.36185737415842945,2.0
1889,2.0,5.0,0.0,9.0,2.0,0.562706619929828,0.031793305893056865,0.44322490513196416,0.13251527610796043,0.10299034980500191,0.18377892816434188,0.7131253431630515,2.0
1890,2.0,5.0,26.0,0.0,2.0,-0.0680053648849205,0.6292278885730263,0.10094746629287206,0.4538302627271175,0.5817504999305105,0.23879429164418942,0.17943743795098255,0.0
1891,2.0,5.0,23.0,9.0,2.0,0.02719534219677343,0.02284361661929484,0.1461094155807259,0.050239545167453256,0.24507885785833847,0.2782773761464458,0.47664086331349687,2.0
1892,1.0,5.0,20.0,31.0,1.0,-0.012151348673847175,-0.04759073679528578,-0.0360246312518247,-0.08221192346663994,0.2518196259346556,0.2616720707317643,0.486502063559823,2.0
1893,2.0,5.0,25.0,30.0,2.0,0.035004583058426554,-0.0035870700401733624,0.009322920989925095,-0.19429378100002975,0.21314973815587543,0.23626196929790647,0.5505663389022046,2.0
1894,2.0,5.0,19.0,14.0,2.0,0.16836877227932573,-0.003394332378634998,0.3675156886322549,0.12025169406240616,0.17735740520924112,0.2680747417618978,0.5545627999599863,2.0
1895,1.0,5.0,22.0,4.0,1.0,0.08723235638427822,0.03910377333044451,0.16592884466621896,0.13356578439184852,0.24932841653573476,0.2819613470136348,0.46870782644146036,2.0
1896,1.0,5.0,5.0,1.0,1.0,0.1277314071007981,0.4422359337146006,0.05782150249113294,0.6977006164779571,0.5345231803690353,0.26578573322864624,0.1996855079242411,0.0
1897,0.0,5.0,17.0,16.0,0.0,-0.01983310388064728,0.36271719194823115,-0.11230685871937016,0.468447645306666,0.5531048849609583,0.24920042466594614,0.19768307420588163,0.0
1898,1.0,5.0,10.0,24.0,1.0,0.09852852292559915,-0.044276816004372097,0.10428794868190838,0.1493089275380783,0.24494437503349303,0.2832616561683513,0.4717916557243825,2.0
1899,2.0,5.0,27.0,28.0,2.0,-0.15787155814506176,0.020598317736104977,-0.11749212219270497,-0.044940144057010314,0.33999683612695325,0.2773995237356107,0.3826015605130561,2.0
